"","MKCD_SVM","SVM"
"RMSE",3300.81715598816,8864.7198843664
"MAE",2662.08046005862,8625.92121462108
"MAPE",212.066596779238,511.607176771053
"ARV",0.780368658619132,0.757284532883121
