"","MKCD_SVM","SVM"
"RMSE",38771.2933777692,5906.35030036364
"MAE",22211.7999306448,5059.88675749929
"MAPE",133.388832915759,41.9942467480973
"ARV",0.985493637424187,0.608849216291209
