"","MKCD_SVM","SVM"
"RMSE",7868.26252479631,9045.14412935923
"MAE",5617.02049558631,7861.88301165874
"MAPE",10.2492722257691,23.9382296384363
"ARV",0.0223139853496461,0.0312512273429835
