"","MKCD_SVM","SVM"
"RMSE",5607.32925621051,6995.08866605023
"MAE",2426.27372966251,5838.38549913215
"MAPE",15.9558001140858,43.3666621331488
"ARV",0.549498594486862,0.542522547252296
