"","MKCD_SVM","SVM"
"RMSE",13904.7052136596,16956.6523843742
"MAE",11432.4905559747,16104.5130856242
"MAPE",27.9654339416737,45.4784727992705
"ARV",1.74594158738128,9.61903027971055
