"","MKCD_SVM","SVM"
"RMSE",25035.3998453691,32532.0289962629
"MAE",22613.1667382872,26131.6761321222
"MAPE",88.1119777899488,141.542154343609
"ARV",0.21433084684919,0.267199985850488
