"","MKCD_SVM","SVM"
"RMSE",7334.43649343781,6233.50718660641
"MAE",6062.14133075619,5270.02650796214
"MAPE",41.6364766687534,42.6915896517476
"ARV",0.517132990142437,0.579197976712957
