"","MKCD_SVM","SVM"
"RMSE",2835.92069991085,7485.6321235612
"MAE",2246.71382572957,6130.92683818434
"MAPE",22.8299147541585,44.0972843162053
"ARV",0.405565271232319,0.523343415320357
