"","MKCD_SVM","SVM"
"RMSE",11236.5026298914,12978.9026866313
"MAE",9283.58881829005,12337.9695160918
"MAPE",23.1297447792361,33.7584011259572
"ARV",1.13546158137363,3.77788621059074
