"","MKCD_SVM","SVM"
"RMSE",29710.3571931317,61778.8280809855
"MAE",26388.8696174143,43403.8613405382
"MAPE",101.943195415649,50.6456270438736
"ARV",0.277926224164705,0.364675490117287
