"","MKCD_SVM","SVM"
"RMSE",18612.3341296767,20469.4745298981
"MAE",16338.1289547991,18710.6127271648
"MAPE",44.886331133889,53.2291558830393
"ARV",2.69201601873333,3.44325591877812
