"","MKCD_SVM","SVM"
"RMSE",5446.26229849676,9219.7632263841
"MAE",2906.56636880532,7258.99334085594
"MAPE",17.0546724953245,45.8329693935909
"ARV",0.376599729709473,0.491822903518877
