"","MKCD_SVM","SVM"
"RMSE",38563.8655340777,5340.50625816996
"MAE",11749.0263228968,4576.45323564939
"MAPE",70.4036996745278,41.3830773777991
"ARV",0.98104826207839,0.623318748484959
