"","MKCD_SVM","SVM"
"RMSE",2300473.48010335,5340.50625816996
"MAE",1190779.9906404,4576.45323564939
"MAPE",7053.44109818822,41.3830773777991
"ARV",1.00075967412273,0.623318748484959
