"","x14","x13","x12","x11","x10","x9","x8","x7","x6","x5","x4","x3","x2","x1","A","B","mk_pvalue","S","Class","nStepAhead"
"1",0.428571428571429,0.428571428571429,0.214285714285714,0.214285714285714,0.214285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,-0.00957613814756671,0.332025117739403,0.188330243170859,-23,"None",157.285714285714
"2",0.428571428571429,0.214285714285714,0.214285714285714,0.214285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,0.010989010989011,0.203296703296703,0.952402207678699,2,"None",210.928571428571
"3",0.214285714285714,0.214285714285714,0.214285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,0.0442700156985871,0.0149136577708006,0.135630915335552,26,"None",227.142857142857
"4",0.214285714285714,0.214285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,0.113657770800628,-0.311616954474097,0.0553740477651045,34,"None",330.285714285714
"5",0.214285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,0.20989010989011,-0.7425431711146,0.0227278175017131,41,"None",459.857142857143
"6",0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,0.355572998430141,-1.37598116169545,0.00970016359755818,47,"Positive",647.285714285714
"7",0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,0.627786499215071,-2.56043956043956,0.00970016359755818,47,"Positive",962.785714285714
"8",0.285714285714286,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,0.956043956043956,-3.91522762951335,0.00147387301713606,58,"Positive",1413.78571428571
"9",0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,1.55494505494506,-6.45290423861853,0.000197477104671427,68,"Positive",1830.14285714286
"10",0.285714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,2.27032967032967,-9.2723704866562,2.489808847382e-05,77,"Positive",2455.64285714286
"11",0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,2.98210361067504,-11.682103610675,3.17006655917459e-06,85,"Positive",3253
"12",0.214285714285714,0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,3.89497645211931,-14.6357927786499,1.67453887517283e-06,88,"Positive",3998.07142857143
"13",0.214285714285714,0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,80.7857142857143,5.31318681318681,-19.5172684458399,1.06294306763909e-06,90,"Positive",4835
"14",0.214285714285714,0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,80.7857142857143,112.071428571429,7.27111459968603,-26.2119309262166,8.34846207078381e-07,91,"Positive",6079.07142857143
"15",0.785714285714286,1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,80.7857142857143,112.071428571429,157.285714285714,10.0291993720565,-35.6781789638932,8.34846207078381e-07,91,"Positive",7368.85714285714
"16",1.28571428571429,2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,80.7857142857143,112.071428571429,157.285714285714,210.928571428571,13.6483516483516,-47.8116169544741,8.34846207078381e-07,91,"Positive",8716.78571428571
"17",2.92857142857143,4.28571428571429,6.64285714285714,12.1428571428571,15.7857142857143,27.6428571428571,35.9285714285714,41.2857142857143,54.7142857142857,80.7857142857143,112.071428571429,157.285714285714,210.928571428571,227.142857142857,16.8235478806907,-55.4929356357928,8.34846207078381e-07,91,"Positive",10050
