"","x21","x20","x19","x18","x17","x16","x15","x14","x13","x12","x11","x10","x9","x8","x7","x6","x5","x4","x3","x2","x1","A","B","mk_pvalue","S","Class"
"16",1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,2.80927643784787,-16.6673469387755,1.73939713108302e-08,182,"Positive"
"17",1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,3.8917439703154,-23.2819727891156,1.73939713108302e-08,182,"Positive"
"18",1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,5.41716141001855,-32.6227891156462,6.81706231041284e-09,189,"Positive"
"19",1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,7.43636363636364,-44.8408163265306,2.93170290313091e-09,195,"Positive"
"20",1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,9.39359925788497,-55.6051020408163,1.40089040643538e-09,200,"Positive"
"21",1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,12.3967532467532,-72.962925170068,7.53900850923823e-10,204,"Positive"
"22",1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,16.6551020408163,-97.9578231292516,4.6349308277966e-10,207,"Positive"
"23",1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,22.7517625231911,-134.248979591837,3.30341673738416e-10,209,"Positive"
"24",1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,32.106586270872,-191.356122448979,2.76957560114598e-10,210,"Positive"
"25",1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,46.069573283859,-277.676870748299,2.76957560114598e-10,210,"Positive"
"26",2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,63.6122448979592,-383.571428571428,2.76957560114598e-10,210,"Positive"
"27",3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,86.9096474953618,-523.002721088435,2.76957560114598e-10,210,"Positive"
"28",4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,117.398237476809,-703.642517006802,2.76957560114598e-10,210,"Positive"
"29",7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,153.361410018553,-909.084353741496,2.76957560114598e-10,210,"Positive"
"30",12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,195.040445269017,-1137.65578231292,2.76957560114598e-10,210,"Positive"
"31",16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,246.683858998145,-1416.85238095238,2.76957560114598e-10,210,"Positive"
"32",28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,307.25120593692,-1732.96734693878,2.76957560114598e-10,210,"Positive"
"33",36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,375.943599257885,-2074.83197278911,2.76957560114598e-10,210,"Positive"
"34",41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,450.783673469388,-2421.22585034014,2.76957560114598e-10,210,"Positive"
"35",54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,531.811224489796,-2765.83843537415,2.76957560114598e-10,210,"Positive"
"36",80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,620.829499072356,-3115.71632653061,2.76957560114598e-10,210,"Positive"
"37",112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,720.501113172542,-3483.38639455782,2.76957560114598e-10,210,"Positive"
"38",157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,826.479313543599,-3827.56156462585,2.76957560114598e-10,210,"Positive"
"39",210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,934.740074211503,-4110.83129251701,2.76957560114598e-10,210,"Positive"
"40",227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,1043.52374768089,-4312.54013605442,2.76957560114598e-10,210,"Positive"
"41",330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,22604.3571428571,1144.88933209647,-4361.97993197278,2.76957560114598e-10,210,"Positive"
"42",459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,22604.3571428571,24043.1428571429,1237.3525974026,-4249.89217687075,2.76957560114598e-10,210,"Positive"
"43",647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,22604.3571428571,24043.1428571429,25482.2857142857,1319.56113172542,-3962.64183673469,2.76957560114598e-10,210,"Positive"
