"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","A","B","mk_pvalue","S","Class"
"134",21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,975.505652173913,15149.0543478261,3.51077069055209e-06,188,"Positive"
"135",25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,1047.49695652174,15044.2463768116,1.02661320802065e-06,198,"Positive"
"136",21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,1149.17695652174,14434.9963768116,7.3435743183885e-08,218,"Positive"
"137",17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,1242.44956521739,14322.0471014493,1.34530812377285e-08,230,"Positive"
"138",17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,1332.36652173913,14610.7101449275,1.00538982404535e-08,232,"Positive"
"139",18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,1437.86,14916.6666666667,1.00538982404535e-08,232,"Positive"
"140",21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,1464.88782608696,15952.8188405797,1.79584320019061e-08,228,"Positive"
"141",23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,1436.09130434783,17336.6086956522,4.21084157986707e-08,222,"Positive"
"142",24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,1458.78695652174,18204.4130434783,5.56746375062912e-08,220,"Positive"
"143",25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,1399.43826086956,19705.3550724638,1.6612393344949e-07,212,"Positive"
"144",18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,1503.6652173913,19879.4347826087,5.56746375062912e-08,220,"Positive"
"145",19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,1503.68608695652,21594.6739130435,7.3435743183885e-08,218,"Positive"
"146",23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,1501.13260869565,23404.8007246377,7.3435743183885e-08,218,"Positive"
"147",27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,1558.91739130435,24531.865942029,7.3435743183885e-08,218,"Positive"
"148",28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,1534.62782608696,26208.5688405797,1.6612393344949e-07,212,"Positive"
"149",31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,1481.91304347826,28114.5036231884,4.77116451626913e-07,204,"Positive"
"150",32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,1440.60565217391,29769.6376811594,1.31907201494172e-06,196,"Positive"
"151",25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,1474.62695652174,30834.5797101449,1.02661320802065e-06,198,"Positive"
"152",32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,1400.9952173913,33545.518115942,1.02661320802065e-06,198,"Positive"
"153",37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,1443.08434782609,34838.9456521739,1.02661320802065e-06,198,"Positive"
"154",35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,1465.18478260869,36028.731884058,1.02661320802065e-06,198,"Positive"
"155",40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,1346.36347826087,38624.9565217392,3.51077069055209e-06,188,"Positive"
"156",45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,1232.04217391304,40893.7644927536,2.2197854009625e-05,172,"Positive"
"157",41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,1178.03869565217,42239.5579710145,3.43787235416595e-05,168,"Positive"
"158",40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,1083.72608695652,44383.6739130435,6.51026382447591e-05,162,"Positive"
"159",41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,1023.1852173913,46383.768115942,9.84862529834875e-05,158,"Positive"
"160",46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,921.395652173912,48787.8043478261,0.000180060054992451,152,"Positive"
"161",51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,900.756086956522,50166.2572463768,0.000147599628238425,154,"Positive"
"162",56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,831.238260869566,51580.9384057971,0.000322356060620955,146,"Positive"
"163",51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,702.113478260869,53121.6231884058,0.00433759463682779,116,"Positive"
"164",45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,536.159130434782,55420.9275362319,0.0395167129619474,84,"Positive"
"165",50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,400.814347826086,57978.4456521739,0.0869881489183366,70,"None"
"166",43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,356.646086956522,59409.0905797101,0.106899675879221,66,"None"
"167",60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,166.620434782608,62799.8695652174,0.243692510127905,48,"None"
"168",60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,159.040869565217,63230.7391304348,0.205862526307992,52,"None"
"169",62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,13.252173913043,64889.0144927536,0.67326236331124,18,"None"
"170",68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,-209.626086956523,66968.8260869566,0.784969727320738,-12,"None"
"171",60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,-357.533043478262,67879.079710145,0.503037013077514,-28,"None"
"172",58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,-440.490869565217,68865.3442028985,0.243692510127905,-48,"None"
"173",58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,-582.851304347827,70478.3079710145,0.0500486633214097,-80,"None"
"174",68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,-667.922608695653,71561.0326086957,0.0161270687117826,-98,"Negative"
"175",68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,-654.668695652175,71031.1920289855,0.0140635567083528,-100,"Negative"
"176",75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,-684.620000000002,70822.2500000001,0.00685763096562804,-110,"Negative"
"177",72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,-702.423478260871,69791.9601449276,0.00920185395584991,-106,"Negative"
"178",62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,-713.983913043479,68910.0072463768,0.0122366701240079,-102,"Negative"
"179",60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,-806.149130434784,69456.1557971015,0.00589998362459981,-112,"Negative"
"180",62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,-827.493043478261,69538.8297101449,0.00433759463682779,-116,"Negative"
"181",64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,-874.828260869565,69681.4782608696,0.00228124964050494,-124,"Negative"
"182",70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,-746.227826086957,68108.5144927536,0.00795270628674551,-108,"Negative"
"183",68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,-736.698695652174,67003.8586956522,0.00920185395584991,-106,"Negative"
"184",73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,-806.973043478261,66663.6630434783,0.00589998362459981,-112,"Negative"
"185",64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,-823.971739130435,65349.1884057971,0.00589998362459981,-112,"Negative"
"186",54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,-816.883043478262,64432.1630434783,0.00370652267173548,-118,"Negative"
"187",56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,-878.483913043478,64889.3405797101,0.00193161353576358,-126,"Negative"
"188",66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,-948.172608695653,65222.365942029,0.000678300155617099,-138,"Negative"
"189",71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,-852.135217391304,63283.8985507246,0.00268800643700885,-122,"Negative"
"190",67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,-738.854782608695,60668.4347826087,0.00370652267173548,-118,"Negative"
"191",68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,-736.387391304348,59254.634057971,0.00316005292304445,-120,"Negative"
"192",56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,-667.397391304348,57056.134057971,0.00370652267173548,-118,"Negative"
"193",45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,-671.676521739131,56442.3731884058,0.00370652267173548,-118,"Negative"
"194",45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,-725.707391304349,57109.8840579711,0.00137538256122597,-130,"Negative"
"195",58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,-781.070434782609,57789.463768116,0.000469780137134704,-142,"Negative"
"196",54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,-674.382608695653,55963.4492753623,0.00228124964050494,-124,"Negative"
"197",59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,-647.526521739131,55137.7065217392,0.00268800643700885,-122,"Negative"
"198",59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,-640.110869565217,54005.0942028986,0.00268800643700885,-122,"Negative"
"199",54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,-600.547391304348,52519.634057971,0.00316005292304445,-120,"Negative"
"200",45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,-534.383043478261,51176.2463768116,0.00685763096562804,-110,"Negative"
"201",47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,-555.661304347826,51244.4746376812,0.00506457562761041,-114,"Negative"
"202",47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,-520.551304347826,50662.4746376812,0.0140635567083528,-100,"Negative"
"203",56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,-415.774347826087,49455.4710144928,0.0965338291080209,-68,"None"
"204",51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,-300.122173913043,47465.9021739131,0.224207564959049,-50,"None"
"205",65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,-341.551304347826,47150.3079710145,0.205862526307992,-52,"None"
"206",46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,-291.16,44777.4166666667,0.205862526307992,-52,"None"
"207",39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,-365.022173913044,44890.3188405797,0.157405663974874,-58,"None"
"208",36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,-441.497826086957,45626.097826087,0.0445205240876462,-82,"Negative"
"209",45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,-518.15,46563.3333333333,0.0161270687117826,-98,"Negative"
"210",47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,-387.996956521739,45048.5036231884,0.0965338291080209,-68,"None"
"211",43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,-300.891304347826,43699.9746376812,0.205862526307992,-52,"None"
"212",48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,-314.873043478261,43476.9963768116,0.172491361484953,-56,"None"
"213",43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,-265.959565217391,42268.8695652174,0.286157321104958,-44,"None"
"214",34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,-215.032173913044,41485.9855072464,0.413045886904529,-34,"None"
"215",36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,-263.056521739131,42280.4565217391,0.205862526307992,-52,"None"
"216",40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,-226.144782608695,42176.1847826087,0.286157321104958,-44,"None"
"217",45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,-118.310434782608,41206.3804347826,0.568337761553861,-24,"None"
"218",45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,-32.8334782608694,40004.3768115942,0.940681598665201,-4,"None"
"219",46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,16.5282608695658,39102.9384057971,0.901297844156357,6,"None"
"220",42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,227.23,36679.8333333333,0.264337332508495,46,"None"
"221",34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,265.036521739131,36088.7101449275,0.172491361484953,56,"None"
"222",35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,207.373913043478,37004.1594202898,0.333358243488261,40,"None"
"223",41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,238.05652173913,37103.5434782609,0.286157321104958,44,"None"
"224",41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,337.946086956522,36127.6739130435,0.106899675879221,66,"None"
"225",44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,388.013913043478,35653.6594202898,0.0628388197410682,76,"None"
"226",50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,398.504347826087,35245.5289855072,0.0701839854914924,74,"None"
"227",43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,440.016086956521,34009.7572463768,0.0561410637912752,78,"None"
"228",31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,517.062608695652,33064.134057971,0.0184521268564432,96,"Positive"
"229",23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,426.78956521739,34530.8804347826,0.0628388197410682,76,"None"
"230",27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,306.870434782608,36952.6195652174,0.106899675879221,66,"None"
"231",33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,302.788260869565,38144.8550724638,0.106899675879221,66,"None"
"232",36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,282.281304347826,39013.0253623189,0.130262238783228,62,"None"
"233",47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,145.312608695652,40708.2173913044,0.503037013077514,28,"None"
"234",41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,171.241304347826,40040.0253623189,0.385309974990906,36,"None"
"235",34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,189.973478260869,39975.6231884058,0.286157321104958,44,"None"
"236",34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,189.744782608695,40677.8152173913,0.309162694873583,42,"None"
"237",39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,251.443478260869,40913.5398550725,0.286157321104958,44,"None"
"238",38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,325.538260869565,40687.4384057971,0.157405663974874,58,"None"
"239",45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,364.16304347826,40872.7536231884,0.130262238783228,62,"None"
"240",49243,42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,366.763478260869,40868.4565217391,0.106899675879221,66,"None"
"241",42154,38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,372.159130434782,40493.9275362319,0.0869881489183366,70,"None"
"242",38404,52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,410.529130434782,40434.3442028986,0.0500486633214097,80,"None"
"243",52039,39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,474.792173913043,40521.597826087,0.0349986294954266,86,"Positive"
"244",39850,39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,719.50652173913,37996.8768115942,0.00316005292304445,120,"Positive"
"245",39072,47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,863.67304347826,37416.4202898551,0.0011565816777279,132,"Positive"
"246",47103,48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,849.308260869565,38330.9384057971,0.00137538256122597,130,"Positive"
"247",48275,44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,833.298695652174,38624.7246376812,0.0011565816777279,132,"Positive"
"248",44649,37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,1012.31347826087,37199.5398550725,0.000180060054992451,152,"Positive"
"249",37544,33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,1076.86869565217,37114.1413043478,8.01670719154822e-05,160,"Positive"
"250",33255,43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,1062.04739130435,38370.7826086956,9.84862529834875e-05,158,"Positive"
"251",43420,39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,1109.09739130435,39577.9492753623,9.84862529834875e-05,158,"Positive"
"252",39431,45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,1284.55956521739,38987.213768116,4.26330474086374e-05,166,"Positive"
"253",45654,54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,1392.34869565217,39446.6413043478,3.43787235416595e-05,168,"Positive"
"254",54858,48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,1323.26217391304,40996.0144927536,6.51026382447591e-05,162,"Positive"
"255",48595,35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,1392.99695652174,40647.829710145,2.76574142471418e-05,170,"Positive"
"256",35767,39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,1477.44043478261,40767.2028985507,1.41983943058307e-05,176,"Positive"
"257",39466,45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,1424.15913043478,43251.9275362319,2.2197854009625e-05,172,"Positive"
"258",45200,51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,91095,1489.91869565217,44581.1413043478,2.2197854009625e-05,172,"Positive"
"259",51081,58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,91095,99130,1653.45956521739,44783.963768116,1.77740808552794e-05,174,"Positive"
"260",58593,56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,91095,99130,89774,1740.46869565217,45308.5579710145,1.41983943058307e-05,176,"Positive"
"261",56358,54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,91095,99130,89774,104924,2026.98391304348,43657.5760869565,2.75844665968567e-06,190,"Positive"
"262",54959,45902,41873,52235,59777,64860,69169,56711,49351,67775,61966,63257,76342,81881,82794,62113,67422,76793,79416,91095,99130,89774,104924,85306,2052.73782608696,44541.8188405797,2.16220437976968e-06,192,"Positive"
