"","MKCD_SVM","SVM"
"RMSE",13993.0188304839,10475.6828030919
"MAE",11085.9736197107,8569.00227195471
"MAPE",27.1614865283874,20.9763798114472
"ARV",1.28661752559449,1.01608492288532
