"MKCD_SVM","SVM"
65484.7506112584,62528.5478356009
57676.9220180693,63204.2053100995
56307.198891008,64107.6017892009
57020.8426370798,61873.0342009126
65215.6764472014,61142.3685567753
65301.2478555026,64374.3559621815
65773.7794865649,68642.3301436613
82699.2969107014,68997.3673942966
78453.0943322796,65188.4922551594
69565.6716543606,66324.5524504807
67310.4229259718,70301.0384820535
70070.033678539,69119.1200368139
65138.3139029582,66279.3422897201
67192.9732675754,72324.7510667399
72142.3859359413,74644.088353679
84426.2389310407,72554.1408003813
75093.2796898642,71435.4301818213
79490.0685599732,76519.1948201847
84269.1021945789,80973.7345801945
80468.4298556352,77633.1022692839
75482.0222952179,74533.8254569357
71612.8617408961,72409.3435399446
69228.1441969742,72613.2107429712
66810.415556611,73662.3210978754
63950.5930822926,67264.1832664801
60730.755581289,61791.0526705786
61498.6130587469,62742.0189224546
64542.7565437333,63582.9169087221
65076.59340919,59580.946523241
58939.5911389883,58503.6476225148
48207.8702003178,59160.2478462714
42451.7470228083,55206.2851427032
65740.4822444786,50165.8544613645
64767.2271676353,49294.3158117396
63939.9974634133,50753.2019051578
63045.5663256649,47816.484906429
62295.0676234272,49024.3682211243
61539.2843891584,46957.5036482296
60614.5315146502,46241.1541739767
59574.8559554248,49271.2383796106
59018.2601476172,49336.6971579219
57889.9805639699,45338.4703653048
56790.2616224096,42820.821909948
55698.5939285,48563.6436534623
54657.0063256289,45727.8026728078
53335.0084361133,42218.5984367796
52094.9808026172,40752.4706787414
51200.8613457746,42858.345153958
50634.1295936581,49311.1587179873
50374.6133505351,48204.0832380352
49639.152333342,46140.9718361388
48902.0114658339,45550.6841474687
48201.6542873777,46663.0956824594
47803.8195037649,47364.8538055331
47169.6988267126,44209.5523342669
46753.3413220262,42241.7157251141
46343.40927518,44765.9795474325
45992.136026693,41479.9331623047
45492.6814249619,43870.3486876247
45244.8731783971,41111.7623409797
44970.2112568,43163.6670638507
44278.7794635067,39827.1592579744
43402.7668665643,34252.1332055968
42156.793130781,35793.6942404453
41692.5360308435,38086.6427306959
41169.6655659737,37543.839968047
40820.6418725802,33637.5501333688
40475.9661126929,32615.1989742934
40192.4099529108,33873.6468883487
39680.0936149398,35315.8333965606
39289.0488735645,34485.010448983
38768.1240586136,34096.6726506173
38348.8644260973,32898.9880774568
