"","MKCD_SVM","SVM"
"RMSE",19940.1642298271,16129.1603605255
"MAE",18590.7772450627,14267.3562290797
"MAPE",50.6195275616388,38.0572573219343
"ARV",4.20673334144687,3.97176830058801
