"MKCD_SVM","SVM"
12079.9630007425,5647.17268421383
12080.1499883957,5646.78859721779
12080.6552268863,5647.57192376082
12081.1190894276,5647.83589065237
12081.5483137118,5648.60572850453
12081.9514325253,5648.87507009375
12082.847105716,5650.60563887972
12091.2275712376,5663.63600287319
12093.2097309976,5659.54850840643
12092.3342545522,5658.28151573788
12093.7071354782,5661.74938013451
12103.2324473971,5678.99483742569
12109.0040726695,5680.58748397043
12127.4726838522,5710.45852879951
12141.7524264292,5718.37119058139
12158.7747154224,5740.20954464078
12200.4277079005,5796.88767639663
12235.3963512428,5830.00743916472
12255.8114851973,5838.95232197285
12265.6872710326,5858.37740796482
12276.3841330759,5895.3460753178
12285.2972824991,5924.50132170302
12294.2651210618,5958.78486356043
12293.4672567194,5976.49941707353
12284.9121834047,5976.31394946235
12339.2457512848,6096.4395311742
12424.6920109385,6207.04773376984
12512.1979381277,6271.93723019085
12565.1334772606,6305.76152677874
12620.6551485677,6397.03895330801
12616.3873356854,6386.34817315529
12602.5392313659,6434.03603195672
12664.786448052,6610.7592823604
12784.6195675294,6778.81214083412
12860.7540847235,6846.78643959098
12884.0009770036,6889.83445866907
12882.8488609795,6864.8169062877
12934.7928494654,6984.22132267531
12972.147914875,7058.90067981026
12975.7883859448,7121.77291598772
13034.0436825002,7251.54534138454
13030.8247022864,7300.66808109968
13157.2310357868,7534.39258473858
13295.8824269533,7628.06440958034
13365.2629369444,7643.57027156246
13474.5604832099,7691.72225969734
13486.605061772,7715.55888342473
13427.8996117353,7749.91713420665
13545.7032030388,8058.37314202475
13721.2819310812,8256.20054476744
14019.1179567657,8666.29467376286
14210.3436377451,8648.1790474476
14461.1697315662,8953.81240205133
14838.413958094,9264.74315512974
15188.0792502075,9668.82634405502
15530.2848836526,10085.8329736605
15530.8923206571,10068.626462019
15333.8413755994,10021.2286381706
15215.5295233936,10248.4402528194
15344.4964958644,10759.4580559015
15633.8183140448,11083.0135194383
16204.1237728444,11826.3931306985
16635.9526519696,12052.3613727992
17125.3602595721,12662.16769982
17398.8842003308,12820.999138329
17437.1162168715,13023.7277310803
17335.3481868818,12924.1277197109
17131.4540746854,13277.4605703408
17062.443306977,13606.1577950681
17262.7812447932,14244.1194623534
18051.0812223983,15200.818587021
18903.1803642466,15883.0469050295
19229.6926056599,15417.068541184
19808.1343664778,16263.0496236458
20602.1200044288,17266.4637920299
21461.1103246658,18282.3744488392
21745.3328871328,18692.7722537749
21881.6982711924,19329.2926389923
21874.8678547304,19488.7149782203
22133.0000013999,20124.7371588229
22228.3542269032,20420.3422567549
22679.1420296023,20697.9876667139
23148.5620856951,21414.3050488935
24018.7224078752,22962.1943355758
24695.1395374847,23653.2523450484
25990.0341735587,25487.145205153
26618.5761266208,25398.2611843824
26183.6801785496,24465.0276214813
26407.64812871,25515.322371567
26719.7929809263,26756.2326415497
27735.0523782275,27890.0699284103
28209.291264135,28309.9852409155
27981.5677582895,28451.0095890153
28041.6070845154,28278.6601667389
28181.8959074049,28313.0541064149
29598.7263406821,30775.2778164352
31183.3793045999,31338.42965646
31502.7151308911,30888.1172587882
30686.8348148307,30465.1924798002
29158.350477375,28653.3154894608
28437.6242483532,29238.7895823381
29202.4072358538,30410.5721928179
30556.5903419854,31501.1493245486
30886.8072545442,29944.8270493843
30199.6389317365,29021.4489570974
33308.5746787629,33310.6888727534
35765.8370098568,33801.9116775932
35832.2463291676,32520.1635568252
36665.8847119782,32658.0681784812
37034.9706203681,33792.6006422339
37446.5925721277,35188.890143627
38024.4783348504,36215.1303612708
39577.6699962294,37665.6459260138
40886.6180303963,38014.1236525547
41714.8455037129,38834.2866374733
42022.7809714979,39622.2054752355
41432.2861913758,37979.8527410094
42230.5906316168,40574.645928846
43622.5349281405,43384.9405896165
41549.5791712878,40642.1165358041
39306.5319388963,39335.7112107471
39287.8454679384,40551.9258982406
40094.6734875549,41572.6640424855
40450.6266911004,40758.1050563908
39934.952986554,41088.8770719212
41295.6759229164,40854.8317212021
41762.5633019266,41108.6978071951
40937.1905725177,41508.6548450075
40971.2189450964,40806.2696970346
41110.9338837125,39046.3681631755
42001.1655406198,41183.836550604
42005.3604342001,40229.3771719138
42324.5779834145,39789.7600274279
41795.7024708444,38300.9500308631
42178.6515253996,38579.1534873833
40094.2218089869,38301.0157273119
42331.9541044297,37932.2154421136
43005.4269648594,38751.9317688175
45747.5205793088,41401.6717143003
48692.4845675525,43150.5956426055
51819.295916191,44171.2505564599
53710.959205735,44063.7933558506
51965.0762239842,43874.9583359695
49440.9391100234,43875.0435640343
48668.5136056611,44467.0638378165
51759.5622564682,47649.6974865025
52393.9413290259,48260.8123785262
51481.1618559944,48644.0036227432
51630.1601125866,49678.2395206738
51690.2019750821,49074.8240907135
51727.0082317331,48094.8257007239
51851.1480992293,50186.089198109
50560.6075702799,48681.9752810296
47816.2824920339,47571.7731560986
44833.1824866412,46227.4812349791
44168.0176249448,47900.9910238887
43920.0740796378,45208.1376277995
44437.8393577817,46412.6564790241
47448.6055390189,47091.6762510463
49073.2842458125,46164.4702492535
48812.7400081613,46384.1857978164
47869.4794785207,47961.4759760068
44113.1233322803,46919.3481693704
39854.8360604814,46004.8669511385
40121.978315446,46560.3135415621
43388.0290260482,46093.7261717432
46807.3063167827,44249.5582460179
46858.9958033507,44172.5939377026
46617.1764300665,42420.9205659788
46269.1459810924,42232.6201875184
46052.0242926908,44381.1619136054
45812.6269972467,43189.3562040521
45469.7919453119,42936.2801335857
45058.2707402523,41048.9089878857
44723.224812819,40720.2809493206
44277.3587282059,40118.6605830608
44008.6076209825,40713.2999681992
43744.2202525514,40573.4946011307
43690.8049190571,43885.9634579616
43674.3803896021,42802.8178429605
43539.7180998807,41890.7539567262
43415.934962936,41498.8620722989
43462.7455370589,44733.6178538818
43512.1102850059,42027.2649602604
43158.4375787185,40894.6430638777
42787.6767572227,39733.4102363694
42169.5510996373,36943.8355542505
41410.0650610545,35389.3956783031
40851.7099235564,37137.9764522666
40529.3077509879,35891.7399733404
40124.258662727,36003.1318285882
39634.1222401415,35456.2822472995
39064.0884196388,34107.3725916929
38191.8359509026,32181.5312262674
37739.8266096272,34011.6425253688
37274.7615916642,33461.4651547644
36913.4548628782,31067.7445829782
36486.4094313185,32156.4004601181
36427.2087476403,33007.4447891417
36201.4077113668,33895.1742661825
36171.7990535552,34263.4273647326
36027.5172486935,31006.3211213393
35656.1524206487,33969.2320561425
35386.5869969177,33913.7336976818
34897.168560525,33629.2158973958
34499.5030637312,33038.2250282078
34052.036896572,31674.4806841313
33860.9926022917,31555.4898629204
33515.1550822612,31412.5134864844
33294.5118162029,31125.7896238457
32626.2853535365,27209.9228021963
32086.3375341502,30294.0332084238
31801.5189607738,32319.6893271268
31453.0639155632,29820.0989869388
31317.2452540512,32297.5710341408
31377.5240992362,34337.8359433169
31591.4304404732,30192.6257002054
31074.5829636328,28567.5789164161
31072.5532507165,29173.3345042442
30964.2448012187,31981.5574426258
30811.016672517,27702.8475072748
30353.4964411635,28363.4450877873
29954.8271071548,24211.6457656742
29514.2741475523,26711.2055556891
29363.1642326543,29857.4189140191
29394.9157648097,27701.0755092641
28614.9257256885,21627.904645046
28389.5924457583,28301.2603031308
28080.0505853661,26986.3627894384
27650.7611323551,26034.8072907934
27120.0295679992,23732.5135659784
27294.7655705392,25640.6173990331
27067.5374442153,25534.7813334819
27016.8658662114,24890.4463754822
27025.8268578798,28469.7951350322
27113.8149396082,27304.7010622903
27155.9462070007,29636.605210741
27059.4008717523,27796.9200274334
27004.7580428001,26987.207340382
38790.3030790652,25686.7557568533
39366.4015899202,29074.7145073875
36754.143929151,26055.8585603804
36501.7323609767,21811.831981942
35558.4100862245,24628.5194649759
40463.1107422627,21440.8625721939
39989.0219436338,24066.934105171
41314.4783805973,23360.0851539126
38889.939153228,23498.6838617919
30680.5883978766,22411.4560890673
23845.5421454991,23172.7654193004
23785.4172818877,26063.6626373698
24081.7959322147,26532.7152350834
24358.5377889904,26517.1543124927
24725.014423856,28097.4412794571
36201.6610486382,27817.0369153143
40703.2036817547,28875.3041106987
45580.8161941042,31304.6248768066
45713.1745289414,32092.930819614
45039.9700145245,34173.046603708
47664.7057405847,33893.3581053903
38316.4341780439,33946.7241405887
37099.4691075684,33655.6836110636
36764.2454505515,35416.4987530114
36297.6095152311,34646.7061693301
34306.9168217205,34572.1527336111
33188.9804502396,33583.2022613505
33098.3670287253,35465.8365583532
34352.5244764801,36612.2508721795
35297.694462427,37444.6531456585
36121.9681598344,36234.3751356949
39092.2180475266,39787.6603242041
40179.8662357452,39795.2682926178
42113.8670973644,43021.5637013302
42741.1490340947,41457.8464364108
42872.792737022,42574.9940907411
42544.5833195028,42584.1779709889
41846.4423932305,42075.0201997074
