"","MKCD_SVM","SVM"
"RMSE",7321.31525677346,4722.82508685851
"MAE",6565.38595633046,3691.67073753239
"MAPE",16.5248409213056,8.40722555191826
"ARV",0.480334242072922,0.108883773971666
