"MKCD_SVM","SVM"
247.67045008202,-6340.97307623058
261.488829339956,-6331.62917412943
271.743716586905,-6321.81504244334
277.005441262983,-6312.84116542204
290.597023392082,-6300.76082251105
321.505530732073,-6280.1029723867
361.417235664514,-6250.52036154325
415.914882656332,-6209.95297983551
476.15510156627,-6156.89050261982
488.397410854115,-6116.75735333025
602.323797209276,-6038.54043762259
763.678512515078,-5925.82674118594
995.27132047576,-5756.5637979544
1373.54954401428,-5488.11565949961
1901.43530354172,-5084.46418992756
2395.32341331479,-4608.53866532595
3109.77625392021,-3996.98683021592
4018.23222541888,-3213.4203501142
4866.32600175244,-2357.3773408961
5787.76597845129,-1433.58408062873
7128.97570740584,-271.910016030393
8571.80833409553,1079.87539145249
10133.8754492272,2534.73594440184
11480.871736821,3984.76463080657
12906.6438673118,5534.08823365803
14780.3817634546,7268.99118759847
17205.859174292,9235.90990965618
19317.0202335359,11289.3195762127
21169.4548857499,13334.278340478
22901.4483610866,15359.3064590512
24307.9795563029,17128.8069453603
25809.7148071027,18693.8255128668
27226.5982069769,20043.5103805352
28286.3387384809,21270.0427559703
29509.2546500493,22446.7548216258
30627.6813520247,23476.4399547402
31195.9036368181,24232.8609624602
31530.3323316759,24758.3986423264
31710.948025735,25006.8925129022
31665.77532624,25043.8568388953
31070.4766467481,24682.7017684379
30746.5707432424,24330.388526381
30720.3498422222,24136.4602736943
30690.6992592841,23887.9939382035
30420.2256193513,23591.2499775328
30124.8363876307,23331.7827763604
29620.5238292997,23170.3047090983
29639.7306808608,23056.3722901746
29614.7914357863,22973.5753633311
28806.087244035,23062.5315161179
28988.8032482618,23295.7867285438
28916.3868796083,23497.2813866852
28674.7681003439,23595.4625751894
28498.629476788,23539.4939103025
28498.0630800542,23508.3155497805
28423.3497311243,23414.3934361817
28612.392027591,23457.7280941082
28594.4604475476,23445.397495836
28494.4360203946,23387.2469900401
27984.8715484936,23196.5205669097
27757.2057882878,22943.941703227
27566.3426985011,22600.8141720362
26996.8757967718,22139.1913023803
26575.0111922346,21640.0898968848
26080.102106044,21181.0514736623
25489.1907438017,20705.2931468422
25215.5165103029,20218.3726508005
25128.4883083514,19859.1351263987
24651.5035775602,19500.5869457766
24525.350120865,19254.7411618367
23905.3817045151,18790.0492247689
23615.9670660204,18541.8460131542
23239.1400035235,18219.9039492611
23169.3047518796,17967.532013985
22930.6984121474,17760.3123977614
22711.2879014604,17603.3871407499
22720.9796760527,17549.5566622842
22397.2855004574,17368.7954446722
22286.4699706087,17181.978439091
22212.9356596199,17060.9908761793
22388.0545141577,16999.7527647722
22109.9312938825,16915.8478077301
21945.4324617984,16773.1822907278
21699.4091860803,16591.4516927873
21425.4603153584,16452.6498481911
21617.0763860781,16276.5783638599
21559.2404038677,16184.4339048654
21235.7751007793,15961.2472294555
21258.5235081037,15873.9147830104
21063.9503559603,15748.4017063031
20756.5932668678,15523.1101489105
21002.1506722245,15451.6221112526
20901.5897600113,15360.5636601302
20845.9427101979,15341.9313348311
20659.5778715116,15275.7400249043
20701.103332927,15205.1564247947
20833.7134321859,15321.6673719916
20938.3084162692,15345.4113302622
21104.5550406366,15382.5743846571
21037.0437060215,15493.5459665739
21210.5065294333,15624.8610900356
21315.3728354161,15774.8009523672
21593.317304961,15903.9442233906
22152.5763029246,16287.8363641516
22808.8356831116,16707.9916452477
23334.6627909866,17214.7622472612
24298.3931851809,17981.5471332619
24752.6630549389,18659.255318666
25903.4087073,19628.2391062697
27325.8913078868,20805.371415539
28669.0809595004,22061.4814567907
29888.3728536073,23436.8514249913
31430.1663969499,24929.3580253679
32692.7494694795,26414.13134795
34316.3401368702,27919.3074530036
36046.2413843184,29413.1326982409
37393.3920803505,31023.5192162319
39359.3511716171,32749.7830351364
41632.9404428278,34657.9820786956
42842.5245317581,36357.8403936219
43816.5200778354,37653.5368544807
45311.1041249689,39125.1260037099
46033.3037218518,40130.5417687589
48029.277539001,41486.1227720246
49886.0570040815,42893.3917190797
51293.3945936023,44462.3528684317
53083.6617779852,46189.543324866
54385.0248443082,47571.6649933026
55579.5263107842,49033.5094784179
56749.2086141522,50307.7003337186
58544.6813498897,51737.6818646309
59432.4266246749,53053.9110333068
61003.2617922854,54524.9903154203
62771.5958609445,56122.9919807034
63411.7421254803,57433.0341362264
64584.8955197923,58501.0442707893
65267.5364526964,59514.2144029758
65485.3167444505,60083.8455491696
65990.1635622394,60759.2994715324
66476.2233078395,61180.1747390563
66773.0241660921,61584.4237756506
66911.5148555047,61962.5165892189
66683.5464317528,61804.7702107162
65984.8105763781,61608.0743950799
65957.3946885019,61303.1079843057
