"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","A","B","mk_pvalue","S","Class"
"1",1.35714285714286,1.35714285714286,1.35714285714286,1.35714285714286,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,43.8628468530269,-694.2983090379,0.0000000000350116520541006,790,"Positive"
"2",1.35714285714286,1.35714285714286,1.35714285714286,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,56.1328725776025,-885.629679300291,0.00000000000287820247872024,833,"Positive"
"3",1.35714285714286,1.35714285714286,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,70.8539941690962,-1113.66827988338,0.000000000000221073139036665,875,"Positive"
"4",1.35714285714286,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,88.0391493740353,-1377.58116618076,0.0000000000000160047013345859,916,"Positive"
"5",1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,107.524263419654,-1673.47871720116,0.00000000000000110195650799596,956,"Positive"
"6",1.21428571428571,1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,129.507501286229,-2003.63556851312,0.000000000000000105927265173126,990,"Positive"
"7",1.21428571428571,1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,154.498754930544,-2375.52396501458,0.0000000000000000100548298392136,1023,"Positive"
"8",1.21428571428571,1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,183.188070656834,-2799.4472303207,0.000000000000000000949289099120735,1055,"Positive"
"9",1.21428571428571,1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,215.062407820271,-3264.95854227405,0.0000000000000000000898071827148037,1086,"Positive"
"10",1.14285714285714,1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,249.625415880638,-3762.00239067055,0.00000000000000000000857921232647066,1116,"Positive"
"11",1.14285714285714,1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,286.78331332533,-4287.47020408163,0.00000000000000000000107481008470836,1142,"Positive"
"12",1.14285714285714,1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,22604.3571428571,325.444602984051,-4821.26880466472,0.000000000000000000000138883301336212,1167,"Positive"
"13",1,1,1,1,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.07142857142857,1.57142857142857,2,3.57142857142857,4.85714285714286,7.14285714285714,12.5714285714286,16.2142857142857,28,36.2142857142857,41.5,54.8571428571429,80.8571428571429,112.142857142857,157.285714285714,210.928571428571,227.142857142857,330.285714285714,459.857142857143,647.285714285714,962.785714285714,1413.78571428571,1830.14285714286,2455.64285714286,3253,3998.07142857143,4835,6079.07142857143,7368.85714285714,8716.78571428571,10050,11522,13270.6428571429,15383.9285714286,17365.4285714286,19216.8571428571,21104.0714285714,22604.3571428571,24043.1428571429,365.32049391185,-5357.26402332362,0.00000000000000000000001863693762536,1191,"Positive"
