"","x14","x13","x12","x11","x10","x9","x8","x7","x6","x5","x4","x3","x2","x1","A","B","mk_pvalue","S","Class"
"55",7.5137092478397,7.88495294575981,8.41049845274527,8.75888368001702,8.69868106746161,9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,0.178164409323261,7.78620552431853,4.25399206713995e-06,85,"Positive"
"56",7.88495294575981,8.41049845274527,8.75888368001702,8.69868106746161,9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,0.155284170259144,8.14810354216269,4.25399206713995e-06,85,"Positive"
"57",8.41049845274527,8.75888368001702,8.69868106746161,9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,0.138737907464925,8.4504936058794,4.25399206713995e-06,85,"Positive"
"58",8.75888368001702,8.69868106746161,9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,0.128538348189327,8.66772670366063,7.15310990382046e-06,83,"Positive"
"59",8.69868106746161,9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,0.121209367412172,8.83866093601772,4.25399206713995e-06,85,"Positive"
"60",9.09076823683534,9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,0.104873189255031,9.08173415359534,4.25399206713995e-06,85,"Positive"
"61",9.32705617167214,9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,0.0917140080069015,9.26714772693948,3.17396401376735e-05,77,"Positive"
"62",9.27040012840385,9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,0.0824111885586975,9.41026899576805,0.000127032217098857,71,"Positive"
"63",9.39947202069869,9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,0.0661621643943676,9.60812223682885,0.00102093399997058,61,"Positive"
"64",9.79009486518104,9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,0.0498841935263828,9.79795308333615,0.00619562249890606,51,"Positive"
"65",9.83574390044961,9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,0.0463639689045957,9.87432184792246,0.00619562249890606,51,"Positive"
"66",9.88481428727051,9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,0.0400341548996994,9.96540287398653,0.00859504637602393,49,"Positive"
"67",9.84686428959504,10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,0.027874971070893,10.0847902928942,0.100518173207465,31,"None"
"68",10.0022010254722,10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,0.0108287990301873,10.238788581764,0.661415917007863,9,"None"
"69",10.1778563959258,10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,-0.00304848072404712,10.3570678342303,0.443421402864083,-15,"None"
"70",10.3810562444007,10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,-0.0101094763878958,10.4164263252995,0.0487449207397066,-37,"None"
"71",10.3808080977447,10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,-0.014390991056058,10.4316106691002,0.0160061551531633,-45,"None"
"72",10.382419951415,10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,-0.0128950058520295,10.4153415336085,0.0285390635703624,-41,"None"
"73",10.3864074070484,10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,-0.00831936343858748,10.3826493274341,0.188887477539538,-25,"None"
"74",10.3048442325997,10.3539578932108,10.3341979660003,10.3479169306624,10.4896339841018,10.4462477948325,10.2795238499535,10.2129922694984,10.2009961858056,10.2674707261894,10.1440780174541,10.3101186472843,10.4051715183848,10.2375282639659,-0.00850208060071656,10.3733854816442,0.188887477539538,-25,"None"
