"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","A","B","mk_pvalue","S","Class"
"111",22948,20408,26818,24747,24159,18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,-123.148387096774,23324.2666666667,0.0223919929803152,-129,"Negative"
"112",20408,26818,24747,24159,18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,-101.498331479421,22994.8574712644,0.0687917281714642,-103,"None"
"113",26818,24747,24159,18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,-86.2671857619574,22907.3747126437,0.124948816854971,-87,"None"
"114",24747,24159,18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,-26.6062291434925,21928.9632183908,0.568058623631595,-33,"None"
"115",24159,18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,-20.8987764182425,21647.1977011494,0.642743176068421,-27,"None"
"116",18363,22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,-11.0469410456062,21349.8275862069,0.775294429517785,-17,"None"
"117",22390,21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,-14.3913236929922,21578.5655172414,0.721226098500163,-21,"None"
"118",21007,22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,29.5721913236931,21052.9310344828,0.775294429517785,17,"None"
"119",22697,25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,71.343937708565,20656.0689655172,0.475449049528266,41,"None"
"120",25766,23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,141.025806451613,19871.5333333333,0.175125146338078,77,"None"
"121",23656,21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,232.489655172414,18670.6436781609,0.0223919929803152,129,"Positive"
"122",21112,20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,260.559510567297,18285.2942528736,0.00538254760312636,157,"Positive"
"123",20067,18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,315.594883203559,17800.1793103448,0.00132096562716169,181,"Positive"
"124",18673,19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,390.299221357063,17209.2620689655,0.000313491870351214,203,"Positive"
"125",19650,18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,440.060066740823,17011.3356321839,0.000179235774372956,211,"Positive"
"126",18549,22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,517.582869855395,16498.6988505747,6.43154892739737e-05,225,"Positive"
"127",22322,24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,614.922580645161,15904.7333333333,3.48641789550702e-05,233,"Positive"
"128",24473,23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,696.091434927697,15280.7494252874,5.85325520204428e-06,255,"Positive"
"129",23633,18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,779.662513904338,14527.3310344828,5.86869662062817e-07,281,"Positive"
"130",18987,17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,853.761512791991,13967.0965517242,7.12494753977835e-08,303,"Positive"
"131",17435,21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,921.185761957731,13836.8206896552,2.6005341168214e-08,313,"Positive"
"132",21503,19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,1000.45695216908,13754.2505747127,2.6005341168214e-08,313,"Positive"
"133",19845,21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,1123.51034482759,13017.7563218391,4.8611109294049e-09,329,"Positive"
"134",21649,25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,1185.51368186874,13107.2045977012,2.53934656966137e-09,335,"Positive"
"135",25400,21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,1209.30389321468,13539.5563218391,1.63687515515447e-09,339,"Positive"
"136",21160,17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,1281.08921023359,13272.5172413793,2.13354335859936e-10,357,"Positive"
"137",17916,17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,1262.76484983315,14287.3448275862,2.68897887462208e-10,355,"Positive"
"138",17637,18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,1325.6680756396,14736.9448275862,2.13354335859936e-10,357,"Positive"
"139",18384,21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,1364.18620689655,15556.0137931034,2.68897887462208e-10,355,"Positive"
"140",21110,23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,1404.28275862069,16404.9172413793,2.68897887462208e-10,355,"Positive"
"141",23133,24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,1479.41668520578,16805.1747126437,1.6907313837132e-10,359,"Positive"
"142",24866,25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,1495.76307007786,17781.3057471264,2.68897887462208e-10,355,"Positive"
"143",25208,18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,1497.55283648498,18873.1310344828,4.25536561098496e-10,351,"Positive"
"144",18948,19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,1489.6022246941,20119.232183908,5.34319096832166e-10,349,"Positive"
"145",19819,23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,1482.46518353726,21866.0896551724,6.70075996080580e-10,347,"Positive"
"146",23670,27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,1460.04916573971,23823.6045977011,6.70075996080580e-10,347,"Positive"
"147",27064,28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,1492.36484983315,25061.0114942528,6.70075996080580e-10,347,"Positive"
"148",28525,31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,1501.93592880979,26419.2597701149,6.70075996080580e-10,347,"Positive"
"149",31563,32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,1438.73058954394,28532.675862069,1.63687515515447e-09,339,"Positive"
"150",32270,25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,1368.0340378198,30592.1724137931,7.44815746008282e-09,325,"Positive"
"151",25148,32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,1299.78197997775,32644.1126436781,2.11790193042267e-08,315,"Positive"
"152",32150,37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,1184.75706340378,35739.0988505747,5.83865128131185e-08,305,"Positive"
"153",37077,35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,1139.60444938821,37719.6643678161,8.68387994023635e-08,301,"Positive"
"154",35874,40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,1097.60066740823,39416.2229885057,1.28519145794866e-07,297,"Positive"
"155",40319,45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,1064.82869855395,41172.4551724138,1.56059452884092e-07,295,"Positive"
"156",45993,41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,991.817575083426,43124.0275862069,7.05633886138704e-07,279,"Positive"
"157",41346,40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,882.161067853171,45119.5034482758,9.6632020878884e-06,249,"Positive"
"158",40731,41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,748.701446051168,47701.8275862069,0.000134548484032428,215,"Positive"
"159",41282,46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,666.737041156841,49829.875862069,0.000411612646569741,199,"Positive"
"160",46431,51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,611.93170189099,51698.4252873563,0.000613718741722769,193,"Positive"
"161",51819,56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,550.65339265851,53349.0390804598,0.0014947363150922,179,"Positive"
"162",56628,51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,525.347052280311,54304.6873563218,0.00168935460930561,177,"Positive"
"163",51360,45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,444.789098998888,55538.4689655172,0.013814067737925,139,"Positive"
"164",45682,50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,259.492102335929,58216.8390804598,0.11641261541028,89,"None"
"165",50769,43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,37.4998887652959,61652.6183908046,0.520693269833088,37,"None"
"166",43084,60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,-63.7156840934369,63489.1931034483,1,-1,"None"
"167",60654,60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,-249.537263626251,66748.4942528735,0.335338963484732,-55,"None"
"168",60120,62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,-287.620467185762,67295.583908046,0.211711831941242,-71,"None"
"169",62496,68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,-329.216240266963,67912.8183908046,0.11641261541028,-89,"None"
"170",68055,60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,-387.43937708565,68536.1103448276,0.041963944579416,-115,"Negative"
"171",60018,58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,-457.598220244716,68880.1057471264,0.024578108913373,-127,"Negative"
"172",58453,58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,-561.157508342602,70072.2413793103,0.00669115449396484,-153,"Negative"
"173",58894,68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,-667.622469410456,71373.8482758621,0.00102799895958159,-185,"Negative"
"174",68035,68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,-714.392880978865,72004.1563218391,0.000273093349650745,-205,"Negative"
"175",68121,75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,-727.445828698553,71649.1103448276,0.000179235774372956,-211,"Negative"
"176",75819,72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,-641.97552836485,70231.6206896552,0.00102799895958159,-185,"Negative"
"177",72262,62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,-621.029810901001,68943.5954022989,0.0014947363150922,-179,"Negative"
"178",62537,60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,-661.581757508342,68469.9172413793,0.00132096562716169,-181,"Negative"
"179",60474,62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,-770.747942157953,69299.9264367816,0.000359433592929596,-201,"Negative"
"180",62091,64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,-828.705672969967,69683.6045977012,0.000100515241834864,-219,"Negative"
"181",64511,70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,-853.641824249165,69579.048275862,6.43154892739737e-05,-225,"Negative"
"182",70571,68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,-878.017352614015,69267.9356321839,2.17460147933399e-05,-239,"Negative"
"183",68442,73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,-819.765072302558,67637.5586206897,8.67200752390347e-05,-221,"Negative"
"184",73322,64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,-803.130367074527,66533.8873563218,7.47275916256258e-05,-223,"Negative"
"185",64916,54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,-798.343715239154,65157.7609195402,7.47275916256258e-05,-223,"Negative"
"186",54867,56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,-818.731701890989,64531.708045977,4.0705710353514e-05,-231,"Negative"
"187",56757,66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,-873.177308120134,64885.6482758621,1.3415756811734e-05,-245,"Negative"
"188",66459,71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,-874.557953281424,64527.1149425287,1.3415756811734e-05,-245,"Negative"
"189",71854,67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,-804.789098998887,62738.0643678161,2.98246312124669e-05,-235,"Negative"
"190",67455,68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,-677.058064516129,59929.2,0.000237614399449362,-207,"Negative"
"191",68721,56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,-596.263403781979,57851.5494252873,0.000411612646569741,-199,"Negative"
"192",56182,45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,-549.237152391546,55978.6091954023,0.000470800451258847,-197,"Negative"
"193",45548,45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,-566.235372636263,55553.1149425288,0.000359433592929596,-201,"Negative"
"194",45529,58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,-607.271857619578,56061.8804597701,0.000116363877293501,-217,"Negative"
"195",58801,54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,-651.411123470523,56595.2390804598,3.48641789550702e-05,-233,"Negative"
"196",54456,59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,-581.445161290323,55023.8,0.000134548484032428,-215,"Negative"
"197",59358,59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,-494.505895439378,53543.0413793104,0.00168935460930561,-177,"Negative"
"198",59295,54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,-420.104338153505,51844.583908046,0.00481910956115765,-159,"Negative"
"199",54121,45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,-414.278754171302,50821.4873563218,0.00430958172233723,-161,"Negative"
"200",45751,47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,-482.026696329255,50851.1471264368,0.00343429212622282,-165,"Negative"
"201",47627,47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,-568.323025583982,51579.340229885,0.00116600673963702,-183,"Negative"
"202",47995,56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,-591.985761957731,51488.9126436782,0.000796196022753239,-189,"Negative"
"203",56055,51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,-592.414238042269,51101.4873563218,0.00102799895958159,-185,"Negative"
"204",51314,65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,-457.473859844271,48732.2114942529,0.015250283689703,-137,"Negative"
"205",65340,46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,-394.090989988876,47410.1770114943,0.0456954722167193,-113,"Negative"
"206",46918,39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,-273.502113459399,44506.2827586207,0.0687917281714642,-103,"None"
"207",39195,36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,-265.3170189099,43963.0137931034,0.0803911475421804,-99,"None"
"208",36675,45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,-271.739043381535,44074.5885057471,0.0540006513533659,-109,"None"
"209",45034,47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,-299.778420467186,44584.1655172414,0.0295099933695599,-123,"Negative"
"210",47359,43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,-230.518576195773,43517.0045977011,0.100719626764514,-93,"None"
"211",43843,48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,-119.386651835373,41857.2597701149,0.453662366270309,-43,"None"
"212",48747,43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,-79.0767519466074,41176.1563218391,0.642743176068421,-27,"None"
"213",43067,34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,-28.3882091212457,40045.7172413793,0.886504806413831,-9,"None"
"214",34264,36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,75.6976640711904,38731.4528735632,0.568058623631595,33,"None"
"215",36654,40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,36.4424916573972,39526.108045977,0.886504806413831,9,"None"
"216",40168,45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,6.16529477196886,40076.0045977012,0.886504806413831,-9,"None"
"217",45359,45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,50.8596218020023,39614.4091954023,0.858400752963727,11,"None"
"218",45230,46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,135.829588431591,38394.5747126437,0.372365302198027,51,"None"
"219",46983,42695,34400,35513,41729,41005,44192,50460,43001,31311,23508,27469,33911,36173,47724,41126,34297,34426,39556,38924,45225,49243,42154,38404,52039,39850,39072,47103,48275,44649,195.218909899889,37454.6735632184,0.164043432144205,79,"None"
