"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","A","B","mk_pvalue","S","Class"
"1",0.206455125564012,0.206455125564012,0.206455125564012,0.206455125564012,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,-0.0098684547245485,0.20134843444122,3.31734988977995e-05,-135,"Negative"
"2",0.206455125564012,0.206455125564012,0.206455125564012,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,-0.00880688663587241,0.182197632481647,0.000116625786568317,-125,"Negative"
"3",0.206455125564012,0.206455125564012,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,-0.00754149437490168,0.160804764626832,0.000460305509024038,-113,"Negative"
"4",0.206455125564012,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,-0.00607227794163631,0.137169830876776,0.00196532470816971,-99,"Negative"
"5",0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,-0.00247025631410984,0.0971469704037251,0.0669536595406235,-59,"None"
"6",0.127982819230575,0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.0018267698914185,0.0598345780683114,0.450215655620814,-25,"None"
"7",0.127982819230575,0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.00876092065698623,0.00417876188514875,0.82611912195366,8,"None"
"8",0.127982819230575,0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,0.0178641026074953,-0.065321298763776,0.221580468042879,40,"None"
"9",0.127982819230575,0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,0.0293752996802217,-0.14941664289496,0.028317452015584,71,"Positive"
"10",0.0784723063334364,0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,0.0437561511184312,-0.250303336672806,0.00173231487751933,101,"Positive"
"11",0.0784723063334364,0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,0.0589069323120469,-0.346154863496337,8.08070776557e-05,127,"Positive"
"12",0.0784723063334364,0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,0.0768687153970848,-0.455539697559674,2.33737638130131e-06,152,"Positive"
"13",0,0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,0.0968348246999958,-0.570803445900206,4.44197213474105e-08,176,"Positive"
"14",0,0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,0.116838716051749,-0.668060686566419,2.81503536646091e-08,179,"Positive"
"15",0,0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,0.138351463039179,-0.764104312140623,2.05050480899552e-08,181,"Positive"
"16",0,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,0.161502760647879,-0.858104316475389,1.73939713108302e-08,182,"Positive"
"17",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,0.185916553519903,-0.945296192471774,1.73939713108302e-08,182,"Positive"
"18",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,0.212075200622207,-1.032098732887,6.81706231041284e-09,189,"Positive"
"19",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,0.236976749812672,-1.08958829751107,2.93170290313091e-09,195,"Positive"
"20",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,0.259231214734171,-1.10602316318227,1.40089040643538e-09,200,"Positive"
"21",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,0.279112369504774,-1.08221732956704,7.53900850923823e-10,204,"Positive"
"22",0.0495105128971389,0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,0.296618583002253,-1.01674540633972,4.6349308277966e-10,207,"Positive"
"23",0.0495105128971389,0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,0.311158248629904,-0.903714771563708,3.30341673738416e-10,209,"Positive"
"24",0.0495105128971389,0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,0.322025803408292,-0.736458628225076,2.76957560114598e-10,210,"Positive"
"25",0.198042051588556,0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,0.329513667961243,-0.515738165309815,2.76957560114598e-10,210,"Positive"
"26",0.337035633663935,0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,0.334184577012171,-0.258904485282428,2.76957560114598e-10,210,"Positive"
"27",0.560999506230303,0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,0.336458637296693,0.0324280954498304,2.76957560114598e-10,210,"Positive"
"28",0.771316576170763,1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,0.337951624043289,0.33872688592311,2.76957560114598e-10,210,"Positive"
"29",1.02106711627551,1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,0.337389717180324,0.671335353674373,2.76957560114598e-10,210,"Positive"
"30",1.3313389321222,1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,0.334739465894655,1.02692604240752,2.76957560114598e-10,210,"Positive"
"31",1.5654206987645,1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,0.331056289222321,1.39170812818395,2.76957560114598e-10,210,"Positive"
"32",1.93056268364711,2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,8.3827541705686,0.325013816352031,1.78281025698591,2.76957560114598e-10,210,"Positive"
"33",2.27010484015471,2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,8.3827541705686,8.61509792127395,0.318351429025842,2.17440771936575,2.76957560114598e-10,210,"Positive"
"34",2.57849684826445,2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,8.3827541705686,8.61509792127395,8.92877957657662,0.311932217072358,2.56209880020749,2.76957560114598e-10,210,"Positive"
"35",2.95252841703801,3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,8.3827541705686,8.61509792127395,8.92877957657662,9.12243859424299,0.303786027884393,2.96332315489313,2.76957560114598e-10,210,"Positive"
"36",3.37394965657962,3.80855675751356,4.26930464480957,4.59448751878927,4.84515973066802,5.14197977082615,5.46835621858852,5.7818166031809,6.07229467681602,6.41433694584922,6.67052932292816,6.98032775476594,7.33815404463279,7.62629391360235,7.87626353268208,8.14094892211821,8.3827541705686,8.61509792127395,8.92877957657662,9.12243859424299,9.31273481910628,0.294955900721316,3.36332152521404,2.76957560114598e-10,210,"Positive"
