"MKCD_SVM","SVM"
68118.1688855279,53339.3246096264
68127.7259303486,53369.6230253035
68137.5474163346,53386.0301878737
68146.0891793411,53388.1619824985
68156.8323544416,53410.5048097176
68175.7639378464,53473.478610487
68203.3731835927,53550.0450291697
68244.0535301306,53645.7661112735
68295.3616123586,53757.6679284387
68332.4333123357,53735.5300612606
68406.0169825422,53963.8211530204
68511.0141790982,54281.3173854504
68677.5206256303,54732.8496174265
68947.0220619312,55485.4096807696
69355.6995800759,56570.9894735776
69829.4603406996,57436.3147276336
70440.6509378965,58657.7860709845
71181.5653769452,60291.557950643
71976.5009321579,61512.0287867314
72797.0183833673,62639.7084184171
73801.4112062486,64758.2789975653
74930.471539065,66973.0914364057
76159.8892721543,68766.0148235935
77305.5320583021,69962.4120619787
78479.0952183988,71499.3527819678
79809.4112100611,73877.5348446817
81388.371431378,77025.4996487939
83020.9244034796,79560.1868716492
84659.4446575051,81278.8463997596
86193.9950114039,82870.1431654301
87388.8998017372,83382.808017672
88299.0808307818,83963.9452687227
88927.3699345126,84261.7562909354
89382.5771308375,84508.8787095489
89861.8736540082,85226.9693747482
90278.680009303,85890.1486668092
90400.6528070933,85343.0456302782
90378.7120665863,84584.7475958948
90122.5451733058,83805.2387463984
89742.7423173364,83216.8476185086
88978.4855318678,81434.9592239865
88255.6390144076,80954.8698469904
87613.6301217405,81585.0536221178
86955.4127443473,81173.2516999311
86164.922666429,80216.1695628114
85404.3670963904,79196.2207593952
84705.5582064851,78378.7867383165
84267.6348010091,77933.6376625318
83808.0845954039,77534.761103404
22578.5568234455,77114.4832322169
22308.5095893844,76763.3144069133
22392.5526374886,75443.1654369563
22328.2533689063,73474.7879029947
45975.248314394,70848.8348350007
45867.0967859817,68819.3387658313
45529.1952387798,67066.0661206182
45512.0596448141,66915.7371888886
45483.2030242271,66079.1343008026
45513.9552073703,64816.5993390969
45158.3868415757,63678.3237750307
45136.1578652039,63511.1434418787
44989.2750101684,62851.3579200758
44695.6321226852,61681.6625498999
44832.1567661928,61164.686570441
44833.3548718774,61075.7254581445
44664.9777045678,60968.9521663224
44614.4048621121,60696.1882278528
44499.5172636998,61122.2759915288
44706.1684870611,61094.4813642647
44747.8395147837,61797.9134618686
44782.6075012874,60717.9255321486
44907.0959112324,61368.4392055034
44888.8720294173,61184.9271687512
45076.3380748027,61146.2999510298
45220.6399369139,60895.7171951666
45740.0186745043,60695.0061086172
46219.3553563139,60655.8125755643
46670.768983897,59770.2211190582
47448.0996421111,59540.0746846736
47965.4996397718,59664.5226812555
48999.8205878436,60060.0768881725
50333.7361785827,59966.7038971814
51409.1673184848,59964.4665597598
52617.6810720981,59352.9310902084
54142.7113294921,59444.4020588662
55282.1871329124,59501.9385745665
56722.6504374806,59915.5343582325
57835.6200559717,59291.135681478
58542.0926440963,59809.8616424762
58827.8406213346,60181.2186401022
58933.0753531966,60088.4689639868
58954.9407380088,60924.6447474942
58960.8456282029,61024.437740038
58962.1773554573,61375.5360905734
58962.4955362679,61475.1640486068
58962.5639246084,61515.521657518
58962.5782702626,62214.3544816284
58962.5816721523,62390.011737311
58962.5824582486,62423.9589830077
58962.58263633,62833.4140730963
58962.5826949057,63159.7657577583
58962.5827113203,63421.8519982111
58962.5827153348,63702.0110341403
58021.3646807177,65162.3843221974
59407.0526322089,65836.1101774131
60890.5737294298,66615.4551615525
62074.0802288537,68790.3348954915
79817.9072900616,69465.8252165707
80715.5309741506,71319.6966245746
81863.2053550738,73975.553854784
83021.2995974716,75866.0938518977
84217.9796978748,77363.1988001405
85488.3297277852,79333.3047851837
86597.6802722323,80516.2749766008
87745.5316081426,82000.5240365023
88751.8738601136,83325.6534165504
89861.188662096,84886.5908642221
91178.5357019521,87180.1656150778
92701.9658740872,90059.9901871735
93920.7998316724,90980.658252102
94807.9176178381,90054.8699178128
95687.4102473373,92046.7147133756
96124.0967520209,91537.9707913044
96945.4534470448,94289.0294476294
97832.0525201881,96695.4720477817
98899.8937839689,98743.6441394156
100109.488189742,100957.772153878
101088.455563111,101480.781334862
101783.443136837,102574.167645673
102544.673540689,102989.11410224
103259.716081379,105148.484946597
103882.399066638,105518.457976347
104517.547026232,107205.433085016
105167.663505768,108345.811199499
105392.058587345,107390.258412104
105348.05668154,105752.553320952
105336.314743092,105501.347976871
104867.07955458,103015.638310347
104794.797408878,102757.847181375
104466.729959413,102445.862427507
104198.07195325,101649.38431403
103692.642572395,101036.031840215
102935.701847746,98035.92140554
101822.035268555,96215.2587066461
100974.629902218,94880.70424068
100424.75527202,95811.0164785637
99753.2867751146,93558.9854321945
99242.2167240384,93142.3592183725
98620.2843526055,92379.8797105237
97534.0097432032,88869.9333495154
96060.0837861235,85766.217883427
41877.5077858951,84535.1722230712
41427.4371441921,81981.5572223097
41442.4371492491,80215.4156517762
41552.3667320056,78433.0441221595
58962.582717576,77465.7538579931
58962.582717576,76696.9815880935
58962.582717576,75299.9075777154
58962.582717576,72797.5849197368
58962.582717576,70974.7800982865
58962.582717576,69237.1936859749
58962.582717576,70073.1269904626
58962.582717576,70363.9994373352
58962.582717576,69173.6619399852
58962.582717576,66925.2812623669
58962.582717576,65147.5605757652
58962.582717576,65465.467225101
58962.582717576,63066.1821897271
58962.582717576,62498.6016108557
58962.582717576,61791.3012788443
58962.582717576,61687.9559726552
58962.582717576,61619.9996414508
58962.582717576,61191.9454891714
58962.582717576,60106.414312869
58962.582717576,60044.5188436069
58962.582717576,58954.846246888
58962.582717576,60624.4420251954
58962.582717576,62709.6261217168
58962.582717576,64920.3584065748
58962.582717576,65625.6909118146
58962.582717576,64762.3685661562
58962.582717576,65666.8740958036
58962.582717576,66111.8638012315
58962.582717576,66888.9545893586
58962.582717576,65953.2825534922
58962.582717576,63120.3023896724
58962.582717576,60767.0645133998
58962.582717576,59578.1621672826
58962.582717576,59219.3446995714
58962.582717576,60057.5773857133
58962.582717576,61151.4240145238
58962.582717576,63536.7847911252
58962.582717576,65744.3866203078
58962.582717576,67176.2069199346
58962.582717576,68110.5284794875
58962.582717576,69481.8603768124
58962.582717576,70558.1597597021
58962.582717576,70778.9339432603
58962.582717576,72196.7661196448
58962.582717576,77190.3613716588
58962.582717576,77834.816329066
58962.582717576,75293.4529792495
58601.0568234452,74653.172679807
60447.0791230019,74118.1625984878
62435.8338060968,74802.8747954403
63566.7486209693,74282.7627613325
87353.6819399253,73588.4239423862
87165.8288422284,73503.073078048
86723.2895182315,72687.3816591408
86257.1279889799,72691.4104084895
86312.2383818696,73717.6499738421
86739.9744875699,74996.7865881035
87265.1579700255,75156.3849578596
87658.2150079068,75629.8381920727
88322.6714700132,79626.5702028346
89046.8913723156,83076.2541649785
89952.1462577579,85850.5982784616
90409.9183080549,85944.6920266076
90688.9366623475,85157.0794162362
90985.3613022044,84812.2050172182
91401.7140861183,84430.9728047916
91615.7483139491,84265.2082336166
92284.0963848182,86337.8140405769
93318.3583213384,88473.836721805
94339.3862207139,89067.9248228913
