"","MKCD_SVM","SVM"
"RMSE",32140.2940368493,27636.9786673786
"MAE",29650.1927656963,25139.2947923026
"MAPE",83.9170033586465,66.7896107634855
"ARV",0.649556154195652,0.461122603450503
