"","MKCD_SVM","SVM"
"RMSE",26070.7233498861,16507.6432857736
"MAE",20518.4654418334,12635.7910731987
"MAPE",35.0905231313619,21.3716318245278
"ARV",0.478141723917298,0.12137162134637
