"","MKCD_SVM","SVM"
"RMSE",29251.3748816641,57125.0548528051
"MAE",25484.9885813971,52848.4551646913
"MAPE",125.128189652827,218.2522500097
"ARV",0.217623207575989,0.978533559843614
