"","MKCD_SVM","SVM"
"RMSE",19935.4328640264,7901.32303216436
"MAE",15035.421660824,5233.6149504858
"MAPE",24.7721436796437,9.39964355290465
"ARV",0.232773651401258,0.0218255931660755
