"","MKCD_SVM","SVM"
"RMSE",33722.7505734275,27636.9786673786
"MAE",31063.3182741502,25139.2947923026
"MAPE",90.3822941103747,66.7896107634855
"ARV",0.663151934430496,0.461122603450503
