"","MKCD_SVM","SVM"
"RMSE",32790.9776234097,27636.9786673786
"MAE",30215.9159315515,25139.2947923026
"MAPE",86.8766382650227,66.7896107634855
"ARV",0.650043255062503,0.461122603450503
