"","MKCD_SVM","SVM"
"RMSE",33756.7631700588,55585.7472282004
"MAE",31363.6458704166,51094.2578528016
"MAPE",115.036050728082,184.914315826816
"ARV",0.497191737111478,1.00699371432274
