"MKCD_SVM","SVM"
67872.4470618549,53339.3246096264
67881.5806554658,53369.6230253035
67891.0056925434,53386.0301878737
67899.435236849,53388.1619824985
67910.1325104341,53410.5048097176
67928.6608883037,53473.478610487
67955.4045728794,53550.0450291697
67994.5643133891,53645.7661112735
68044.0837816965,53757.6679284387
68080.5848493568,53735.5300612606
68152.4442767468,53963.8211530204
68254.4436668206,54281.3173854504
68415.0669402379,54732.8496174265
68672.9589574694,55485.4096807696
69062.4686369826,56570.9894735776
69515.0603803479,57436.3147276336
70103.9032721839,58657.7860709845
70826.1216925295,60291.557950643
71609.6287898774,61512.0287867314
72432.391370423,62639.7084184171
73441.9105953262,64758.2789975653
74574.2569680577,66973.0914364057
75808.2676688627,68766.0148235935
76985.409525107,69962.4120619787
78200.0613870181,71499.3527819678
79567.5389868197,73877.5348446817
81181.3947466639,77025.4996487939
82858.1704654798,79560.1868716492
84537.5938136052,81278.8463997596
86127.1006263455,82870.1431654301
87398.5245417739,83382.808017672
88415.750615748,83963.9452687227
89181.4336499385,84261.7562909354
89772.3582421641,84508.8787095489
90325.3684239028,85226.9693747482
90772.5367412004,85890.1486668092
90906.8464007243,85343.0456302782
90887.9050569536,84584.7475958948
90647.7427857442,83805.2387463984
90276.82559987,83216.8476185086
89500.3090434266,81434.9592239865
88729.2021056514,80954.8698469904
87985.966161067,81585.0536221178
87183.2752118345,81173.2516999311
86256.3888014764,80216.1695628114
85350.8232633013,79196.2207593952
84497.5486815272,78378.7867383165
83894.0572180443,77933.6376625318
83313.8018704976,77534.761103404
25931.4703486632,77114.4832322169
25931.458626044,76763.3144069133
25931.2681570752,75443.1654369563
25931.2798796944,73474.7879029947
40192.263732834,70848.8348350007
40063.5107395187,68819.3387658313
39731.4435748718,67066.0661206182
39726.3054970724,66915.7371888886
39678.9963589439,66079.1343008026
39719.0197675172,64816.5993390969
39362.7850023254,63678.3237750307
39387.161723184,63511.1434418787
39195.7947256927,62851.3579200758
38898.2837612266,61681.6625498999
39026.3976372499,61164.686570441
39041.003491323,61075.7254581445
38863.1155166169,60968.9521663224
38811.029581524,60696.1882278528
38709.2751974689,61122.2759915288
38892.2746974491,61094.4813642647
38941.7108317623,61797.9134618686
38977.0009568397,60717.9255321486
39091.0186332319,61368.4392055034
39100.837824198,61184.9271687512
39274.3228487174,61146.2999510298
39417.9126056068,60895.7171951666
39946.2209246985,60695.0061086172
40414.398688689,60655.8125755643
40872.833580638,59770.2211190582
41658.1388740131,59540.0746846736
42186.1822612796,59664.5226812555
43203.8695491675,60060.0768881725
44544.3736006793,59966.7038971814
45597.702090954,59964.4665597598
46828.5717973086,59352.9310902084
48325.4390564715,59444.4020588662
49487.0527765923,59501.9385745665
51036.1752305688,59915.5343582325
52568.8843175023,59291.135681478
54205.721484773,59809.8616424762
55966.0168764406,60181.2186401022
57973.0169030706,60088.4689639868
59254.2592438687,60924.6447474942
60000.7039526296,61024.437740038
60338.487149796,61375.5360905734
60507.9581248804,61475.1640486068
60571.273111289,61515.521657518
60593.8297587383,62214.3544816284
60601.1602217951,62390.011737311
60603.0428363303,62423.9589830077
60603.5247660471,62833.4140730963
60603.7066206646,63159.7657577583
60603.7611756788,63421.8519982111
60603.7751306359,63702.0110341403
58095.6963068748,65162.3843221974
59463.8381792794,65836.1101774131
60959.3091056802,66615.4551615525
78456.1192944022,68790.3348954915
79176.8016127944,69465.8252165707
80075.6218732188,71319.6966245746
81226.8363820243,73975.553854784
82393.2358414776,75866.0938518977
83594.6599703472,77363.1988001405
84875.6755867257,79333.3047851837
86024.7376299447,80516.2749766008
87225.73425872,82000.5240365023
88321.09418621,83325.6534165504
89512.077834538,84886.5908642221
90864.9945242966,87180.1656150778
92412.9528950738,90059.9901871735
93675.9224749095,90980.658252102
94625.0808582562,90054.8699178128
95602.289173697,92046.7147133756
96134.0242186408,91537.9707913044
97004.576779593,94289.0294476294
97910.8281561015,96695.4720477817
98952.8021010471,98743.6441394156
100068.835538666,100957.772153878
100991.543616644,101480.781334862
101673.344369563,102574.167645673
102412.626494333,102989.11410224
103150.781598258,105148.484946597
103772.584070365,105518.457976347
104354.265174571,107205.433085016
104943.587756005,108345.811199499
105140.338976572,107390.258412104
105077.870446127,105752.553320952
105105.328494983,105501.347976871
104675.758759559,103015.638310347
104604.882560647,102757.847181375
104276.38043758,102445.862427507
103990.815636597,101649.38431403
103440.043656767,101036.031840215
102654.77800415,98035.92140554
101537.448033342,96215.2587066461
100616.191795684,94880.70424068
100001.131727402,95811.0164785637
99240.6645596668,93558.9854321945
98628.9363816122,93142.3592183725
